rh98_shap,rh50_shap,canopy_cover_shap,elevation_shap,slope_shap,actual_biomass,predicted_biomass
29.330580160742816,3.9778135886240857,4.773844133776696,-16.316584776743145,-1.5168504688546198,204.46294095795628,200.1038195088827
40.123035385877024,-1.2009057658940046,1.2798661698645464,11.026279710548762,-0.4872642729294452,223.28000871536963,230.59602809880215
-17.206050730425915,-1.3804565895380323,-3.228276068195358,-25.510015946107025,-2.0129834219932015,121.899185026927,130.5172341150772
55.7978098882906,-1.410240542875765,-10.471432520426282,15.999520742785172,-1.442487136376523,223.10073137130613,238.3281873027319
-23.735461246717357,1.8010008636794843,-2.6437406845719353,-35.67251583964329,-1.4679390488627795,120.60705115425252,118.13636091522007
18.393448399096215,-1.9411293785379609,0.7720354001608517,25.522132763773694,-6.464101287675373,202.4435334779629,216.13740276815298
28.24613980590938,3.233157201333405,4.03362299615894,-32.05618260289589,0.16086451893146797,191.1695366366533,183.472618790774
-21.412352910105355,-0.5590154328575182,2.167670548312488,4.644062797377198,0.01685602430842391,161.9937000374047,164.71223789837182
-49.10025238481094,0.4116557359136752,-1.792953548948943,-28.46396431260823,-0.5550722419341048,100.1194628739251,100.35443011894671
61.38108713040716,-2.9162100519689838,0.48830424176662607,16.44506993962229,-0.9214669534139134,242.34749997721835,254.33180117774785
49.93173447422849,0.47619558888629754,3.9015685554072133,-26.33014850120183,0.8747005258338876,207.53644221627505,208.7090675144903
-46.54659810006371,-0.38273419707540285,-6.777462202019208,4.511735264305838,-1.876899047381223,120.68474782356272,128.78305858910244
17.822357127682096,-1.177744511416796,-1.2578233290752496,-19.75423270706776,-1.2480497242644257,171.7360437857204,174.23952372719378
-11.08247991408603,0.23368189119559382,-1.8828087252925674,0.8770617466231132,-0.23424189062240178,171.72968822515992,167.7662299791543
-17.355580643172004,1.4639803310274055,3.2509544054528585,-20.766605010720415,2.1129408604397386,153.4938103422718,148.56070681436458
-97.59207870083877,-0.9707701632972938,4.1029830497828605,-27.39956580598063,0.05728911142114083,56.39576807881281,58.05287436242185
-13.394394848668313,0.23950256181428142,-2.0493135587317077,-21.942814944749824,1.0366217911672986,144.85276604394443,143.74461787216788
