elevation,slope,longitude,latitude,biomass,rh98,rh50,canopy_cover,spatial_block
1137,3.9387906815565956,-121.37821916806847,47.69081197683559,204.46294095795628,36.17243617836086,10.826672093462216,0.5496802988718428,3
878,29.183330605826633,-117.34499985513058,48.18672558876549,223.28000871536963,38.9469975459749,22.557184306825164,0.5665122484572489,3
156,1.3431949580629947,-118.87604240732017,46.001871595169995,121.89918502692699,30.42165679175759,15.049979386442162,0.3813415715093869,1
580,6.577201238126905,-119.80939061062074,47.49949639842799,223.10073137130615,43.217991872330266,20.54667183653526,0.3292659517944017,3
1450,4.128447803618047,-122.90786951690295,47.286983932575,120.60705115425253,28.648961798444063,18.033686476270354,0.35493415779916393,2
705,0.9274099469184875,-122.90803835764657,48.331321507153085,202.44353347796292,34.95609726474076,18.88303053314159,0.5380454877263446,4
205,3.9508388258467675,-123.5934147148226,48.62434824192504,191.1695366366533,37.52238125481629,21.70256034055881,0.6074405391010005,4
1080,31.745610856628733,-117.93676697957545,45.048627085909544,161.9937000374047,29.116260617444087,13.451828782604975,0.5235339884081247,0
1521,19.645811361335735,-119.79219491779754,47.69607967623517,100.1194628739251,24.765083993441742,16.37435004328829,0.3458695061946201,3
572,12.21578395712405,-119.04349195542768,45.20734319647892,242.34749997721835,46.14100360024671,23.31737428438124,0.5970563483363596,0
1113,12.00919365850351,-123.85590853992939,47.195434660309424,207.53644221627505,41.899793391986556,21.46309150496937,0.6569699271313171,2
1109,26.905782255150154,-117.21063103486604,46.150530916174716,120.68474782356273,25.751944028865868,15.606921160886902,0.26271941120642217,1
316,3.846254208971997,-118.17290151439705,46.227106398088566,171.7360437857204,36.41010710003778,18.168087162760695,0.4071948677603438,1
1079,8.733541935842318,-122.51362622525207,46.411834013809425,171.72968822515992,31.655417145105538,11.739025147837083,0.432999596204812,1
112,1.6216032252545878,-122.7272252295503,47.48516979619844,153.4938103422718,28.763944862575016,15.718535885048542,0.4840484149855332,3
1679,27.56674575805664,-122.71616843102596,46.33619986267507,56.39576807881281,11.882460935723957,4.23614278898576,0.49805994301177103,1
1189,19.77401942711974,-121.87030429928323,47.93079620236112,144.85276604394443,31.756148692675733,16.357148993646693,0.4092135998696136,3
1075,22.166743640501192,-120.32670497857434,46.61810954229548,160.61444800353186,32.821993203720496,23.52109051404454,0.3602048674829496,2
86,8.74180970141695,-120.9763848695052,45.273412801239836,120.89938437283152,30.284286018864822,12.72188023897002,0.36733895341057954,0
352,1.640132280070682,-121.96139601861371,48.13503936993643,205.46061675232036,39.3608255241964,20.224535700569074,0.5146934561862432,3
761,6.192978431902313,-119.71702973694335,46.143033298370824,229.82524002858324,37.75629384585047,16.214326749183037,0.643606220345541,1
148,7.040301197077149,-123.0235429754357,46.73106751839705,161.82247950850905,34.911598970848495,15.70715254110007,0.490401589815607,2
1164,25.889214743804512,-121.95498746025348,47.74177553288761,178.6188118970738,40.353007789953224,14.240015809199578,0.48713789080913483,3
434,24.287247616637202,-121.43546709694415,46.32982462859485,228.19266512087438,46.71479440533986,27.303017489619876,0.6029611632395604,1
46,21.965254851754697,-120.80751011048075,45.22634262458686,135.04912530252878,31.364784621439355,17.73132231702471,0.4586996166555403,0
1812,23.9517095879342,-118.50376827024891,46.49568418805126,64.18670211404591,19.739285443801705,12.638666034422808,0.34157548491664663,1
1289,30.911505907118205,-122.60228352489148,48.77779433077721,121.86525404197431,28.325842003310502,21.836489709115476,0.5070411518607617,4
666,4.054126079146886,-120.40035893110472,47.56693758919423,235.77536550476435,39.61342503536091,20.306076615681032,0.6714317068370552,3
1883,38.030971614099826,-119.8530980179657,47.685916594668825,73.96977538773235,18.205762943979053,5.718078320073987,0.38442585260887013,3
128,3.117483683158879,-123.67484711096002,47.52912861455056,141.8879250914173,35.033909765634334,16.847260585368232,0.41908013330916866,3
351,1.6459306942722869,-119.74718603668993,45.795968555837746,173.289986208744,35.85508629844228,19.42901249546704,0.36608910008261436,0
1376,37.18891179552471,-122.80633113418897,46.67333545640912,99.01618832914936,24.3748112379513,13.12446825261315,0.5252985755437428,2
466,4.811918736872867,-123.54463884910304,48.00375919345327,207.41512145648423,41.93718872961762,23.919454181242166,0.44271749792506515,3
50,6.938715596490761,-117.35780123922666,45.405491590212634,92.08337328127007,25.818197827718638,9.614261021376274,0.5809974331761649,0
2161,45.45426025373025,-117.24057576847808,46.11141110435885,63.25410246121718,14.188548404914316,10.215925544993775,0.3626831255209661,1
391,31.23993346072499,-118.34121856318477,46.105276433863416,202.54183149112274,40.5811266509364,23.610863882135984,0.6062348245010143,1
650,37.535701080567705,-121.86770361578641,46.72807571037802,230.27621135896828,37.41128192434384,18.040497186960323,0.49994795723362445,2
1026,5.9012701357056025,-123.31629520195531,48.92147496376874,203.52671583480577,31.73864690483643,15.687399950696818,0.5787741841464661,4
0,0.0,-119.2103688144149,45.27001018673529,146.84957019353487,31.13447128685597,14.933975401515843,0.5469902259620647,0
1517,23.262214391152643,-120.91893254382279,47.07480397752238,111.01705305980681,24.432423185581346,17.537052555583234,0.427971888207914,2
1147,13.714366765525934,-123.14573235608655,45.71745872804884,156.14514006165405,28.624209440426128,13.78377679996244,0.3605627581890695,0
636,1.378329975913937,-120.5337616292211,48.88270618163898,234.88418368618966,44.78745263518506,23.744947091471147,0.4329202496183616,4
1280,7.51561445848456,-123.75928035219347,45.453214018909854,108.19006022237429,25.342220627870145,9.53903806604011,0.5159284652306841,0
421,0.0,-117.63475718544852,46.61440400944637,254.15186400531573,40.645917566932106,23.788818619858965,0.6926291384809299,2
1336,2.2829557898413824,-122.18854012879989,47.951539939338424,116.96384562103184,25.437605965599072,14.555541664235998,0.40686182599403015,3
243,2.284636771313879,-119.36234400952213,47.81821771210978,142.14159504332122,28.169202334346053,14.493913919685587,0.6053563695596484,3
641,11.932575430782716,-121.81802246737412,46.69091454757573,262.2839354110332,42.11326303185249,21.373579817711796,0.3318984472407861,2
833,32.88782715908216,-120.35952385175533,46.386096671810876,300.2104337926422,42.88861407000892,20.117813018473917,0.4824425470312878,1
429,2.7802885155287553,-120.17302804459705,46.590449514211485,217.18540535328583,48.993674092530554,24.22172272042051,0.4540252476734178,1
153,3.2652894701871498,-122.70601881132131,46.057105052634554,149.81684367103549,26.78770190558857,13.284426022134296,0.44335896563563987,1
421,2.8252052604798004,-117.21290760564808,45.8213317548272,219.34475697851775,38.26998291073219,21.35249479313846,0.48587082234073614,1
1091,12.473302841186523,-118.5740702364722,46.93215879023556,168.84797178062394,31.04475093414554,21.02169474531786,0.4629592126525748,2
63,7.170865445855114,-117.42350740905067,46.07413502427043,86.94940668271403,19.679961443523993,10.028862414548431,0.38204768785649734,1
0,0.0,-117.73620854700646,46.149846659589,96.62094770546616,21.186864272240356,8.327754517253956,0.470760546849615,1
541,31.927703281067984,-119.8147001483224,47.62702425389823,237.46541555063905,39.56260277050585,18.153950707084842,0.576624349656396,3
632,1.6805878048142842,-117.54688035483818,48.87414932679957,271.36690000994474,45.377224604917714,25.431289207479228,0.44521473292723185,4
1347,11.883978202558998,-123.38055248563656,47.4145488022375,134.7090785433826,32.799099413828124,20.86373967122227,0.21734804794742965,3
177,1.6199966303246176,-122.62811996306598,45.307917868259864,163.54793676104904,34.52728842979317,22.935824427766608,0.4022970293267788,0
1,4.621586806723618,-123.68340897762623,45.302334455416265,112.63648049999664,24.254284945569616,17.733007405287175,0.4175111322854897,0
710,23.885088620887945,-121.72268768465715,48.805692883382264,282.05654350484843,49.58508267180117,24.794465882627286,0.5447210795960696,4
303,16.181191108903178,-121.27925897217362,46.18916316122933,156.9647869623794,37.54814037160275,20.008745201731355,0.4678475601136467,1
1197,3.958936577333471,-122.10055677758272,45.3682679443299,178.3369971364165,39.91089656745162,19.461606712004034,0.4607622072319305,0
27,2.318241552823721,-118.1988374359365,47.396178348601524,122.23048399182571,25.36334281619193,12.337720779633253,0.30491597063664433,2
1435,39.91625836527529,-121.50272671314488,47.49459511316106,93.28752664435494,25.226263520095863,12.392855445245257,0.5291922455459358,3
1006,3.2354223984479646,-122.03345843218834,47.594019280474754,215.98144941386732,40.03295358497364,21.698316945801512,0.4589883349640477,3
440,7.009187689387833,-120.20112741789227,46.06960811143016,215.4640638227141,39.54584349408145,22.408986042979866,0.4159541419854098,1
256,2.6673240667446407,-123.01353042517667,45.0604427368579,190.1018281140709,36.981229836136485,17.64214637872651,0.4942680279889474,0
306,7.678380106962892,-118.38462113472173,48.86006147781789,214.7340547895363,39.351566481915704,20.951984087700556,0.5024460491662189,4
193,0.9274099368611016,-123.4781454942416,46.00357218276441,199.01666999534405,34.84296349896135,17.61139598885409,0.5444031841516868,1
521,2.8253902384950567,-117.09179144379638,47.70410515221019,203.43522871677195,40.56677231916061,18.61976458170726,0.4570107376301415,3
456,0.9274099368611016,-118.59428661492339,47.826519479514836,185.7532105182906,39.35656000653206,16.514265318172537,0.5319612320117973,3
437,4.2617197128839885,-122.6089902292608,47.44002966831794,203.88237980725285,38.61221716119446,19.61360324039605,0.46974670938186164,3
0,0.0,-123.96134518013478,46.25162957685459,109.35544250198387,25.485797826642862,13.872980553950258,0.34021626083458867,1
1041,6.20418440393052,-118.29177000081616,46.08438501505626,214.9545228556957,38.871084643997165,22.697228688686522,0.6773735911182468,1
782,43.05587069489293,-119.05199859306668,47.39067313081081,263.1141194254037,45.88433401882674,26.597341057997753,0.3952758539417939,2
769,14.820878746880647,-118.89694982371309,48.46438253444676,206.04948403851424,36.15144351419822,20.46802556164184,0.48961309662023195,4
